sku,name,description,category,rating,reviewCount,price,image,url
2328016,Fortnum &amp;amp; Mason Darjeeling Loose Leaf Tea,"Suppliers of the royal houses for over 300 years&amp;mdash;an achievement honored by numerous Royal Warrants of Appointment&amp;mdash;Fortnum &amp;amp; Mason is a destination for fine teas from faraway lands and is the center of excellence, knowledge and passion…",food,,,22.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0075/img46o.jpg,https://www.williams-sonoma.com/products/fortnum-and-mason-darjeeling-tea/
2185793,"Williams Sonoma Cookie Mix, Snickerdoodle","Use this time-saving mix to bake a batch of delicious snickerdoodle cookies, with a slightly tangy, tender crumb and spicy-sweet cinnamon-sugar topping. The mix is made from pure, simple ingredients. Just add butter and an egg, then follow our…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202129/0049/img41o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-cookie-mix-snickerdoodle/
4645412,"Williams Sonoma Demi-Glace, Organic Grass-Fed Beef","Our organic beef demi-glace is the modern cook's secret for dishes with extraordinary complexity and depth of flavor. We&amp;rsquo;ve fine-tuned the recipes to bring you the closest product available to restaurant-made demi-glace, rich with the essences…",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0274/img69o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-beef-demi-glace-2014/
5293493,Guisti Dense Balsamic Vinegar,"Giusti is the oldest and most prestigious producer of balsamic vinegar, dating back to 1605. This version of the condiment features aromas and flavors of plum jam and red fruits intertwined with a hint of honey and vanilla. Drizzle some on roasted…",food,,,38.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202144/0046/img84o.jpg,https://www.williams-sonoma.com/products/guisti-dense-balsamic-vinegar/
2352214,Williams Sonoma BBQ Sauce Gift Set,"Experience a taste of the American South with our trio of slow-simmered barbecue sauces. They're handcrafted for finger-lickin' flavor, with premium ingredients like Kentucky bourbon, ancho chiles, sweet Vidalia onions, fresh mangoes and real…",food,,,32.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0414/img5o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-bbq-sauce-gift-set/
1886154,Gluten-Free Pecan Pie,"Pecan pie, a confection that partners sweet, gooey custard with crisp roasted pecans, is synonymous with Southern hospitality. Sweet Things Bake Shop, a bakery in Tiburon, California, handcrafts its pecan pies with premium ingredients like fresh…",food,,,64.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202130/0049/img59o.jpg,https://www.williams-sonoma.com/products/gluten-free-pecan-pie/
7182602,Instant Pot Lemon Parmesan Leek Risotto,"Our time-saving risotto starter helps you make the most of your Instant Pot. Use the savory blend of arborio rice, bright citrus, Parmesan cheese and leeks to quickly create a classic, creamy risotto. Simply mix with water or chicken stock and…",food,,,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0072/img83o.jpg,https://www.williams-sonoma.com/products/instant-pot-lemon-parmesean-leek-risotto/
9224275,"Williams Sonoma Braising Sauce, Meyer Lemon","Our vibrant sauce blends tangy Meyer lemons with mellow roasted garlic and fine California Chardonnay, highlighting the bright flavors with French Dijon mustard and herbs. Ingredients are slowly simmered to create rich, flavorful sauce that normally…",food,,,16.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202127/0131/img2o.jpg,https://www.williams-sonoma.com/products/meyer-lemon-braising-base/
9595628,Holmegaard Cabernet Wine Carafe,"With a modern aesthetic, beautiful light-reflecting quality and stylish versatility, Holmegaard's Cabernet collection is a classic of Scandinavian design. Created by Danish glassmaker Peter Svarrer, this decanter enhances the taste and aroma of…",tabletop-glassware-bar,,,70,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202135/0012/img90o.jpg,https://www.williams-sonoma.com/products/holmegaard-cabernet-spirit-decanter/
562854,"Cloisonn&amp;#233; Twas the Night Napkin Rings, Set of 4","Spruce up holiday place settings with napkin rings adorned with cloisonn&amp;#233; Christmas trees. Meticulously crafted from pressed copper, they're hand-filled with vibrant enamel before being polished and gilded. Give them as a hostess gift or enjoy them at celebratory meals.",tabletop-glassware-bar,,,69.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202136/0031/img7o.jpg,https://www.williams-sonoma.com/products/cloisonne-twas-the-night-napkin-rings/
1781698,Williams Sonoma Peppery Pasta Sauce Duo,"Whip up hearty Italian dishes in no time with our sauces. Each one is prepared using the finest ingredients like ripe tomatoes, traditional Mediterranean herbs and fragrant garlic for authentic flavor. Pair the versatile sauces with pasta, polenta,…",food,,,29.9,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202146/0029/img39o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-peppery-pasta-sauce-duo/
6157682,"Williams Sonoma Baking Mix in a Jar, Rainbow Gems Cookie","Enjoy all the fun of baking without all the work. We premeasured all the dry ingredients you need to make delicious rainbow gem cookies, and layered them in a vintage-style glass jar. Just blend&amp;nbsp;butter, vanilla and an egg together, then mix in…",food,,,18.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202148/0270/img67o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-baking-mix-in-a-jar-rainbow-gems-cookie/
6712179,Williams Sonoma Best Selling Braising Sauce Trio,"Need to get a great home-cooked dinner on the table in a hurry? Our time-saving sauces make it easy to enjoy succulent chicken and beef braises, even on the busiest weeknights. Preparation is simple &amp;ndash; just combine the sauces with saut&amp;#233;ed…",food,,,50.85,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202146/0017/img15o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-best-selling-braising-sauce-trio/
317423,Williams Sonoma Pizza Night Essentials Set,"Make the best-ever pizza in record time. It's easy with this set, which includes our exclusive crust mix, San Marzano tomato sauce and organic seasonings. The mix helps you create a savory dough that's ready to bake in less than 30 minutes. For…",food,,,31.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0048/img75o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-pizza-night-essentials-set/
4219724,Williams Sonoma Salt &amp;amp; Pepper Essentials with Peugeot Paris Mills,"These classic wooden mills feature Peugeot's masterfully engineered grinding mechanisms and the patented u'Select feature, which allows you to choose the grind with a simple turn of the base. Crafted of certified sustainable beech wood with a…",food,,,122.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0005/img53o.jpg,https://www.williams-sonoma.com/products/ws-salt-pepper-essentials-with-peugeot-paris-mills/
4886249,What's Gaby Cooking Summer Party Set,"Make the most of summer with this exclusive set from Gaby Dalkin, the creative cookbook author and food blogger behind&amp;nbsp;What's Gaby Cooking. A quick, easy way to add vibrant flavor to your favorite seasonal recipes, our set includes three of…",food,,,65.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0046/img2o.jpg,https://www.williams-sonoma.com/products/whats-gaby-cooking-summer-party-set/
9941206,Fortnum &amp;amp; Mason Explorers Blend Tea,"Suppliers of tea to the royal houses for over 300 years, an achievement honored by numerous Royal Warrants of Appointment, Fortnum &amp;amp; Mason is a destination for fine teas from faraway lands, and is the center of excellence, knowledge and passion…",food,,,24.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202145/0003/img6o.jpg,https://www.williams-sonoma.com/products/fortnum-and-mason-explorers-blend-tea/
4644928,"Williams Sonoma Demi-Glace, Veal","Our demi-glace is the modern cook's secret for dishes with extraordinary complexity and depth of flavor. We&amp;rsquo;ve fine-tuned the recipes to bring you the closest product available to restaurant-made demi-glace, rich with the essences of natural,…",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0719/img31o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-demi-glace-veal-2014/
4199519,Villa Manodori Balsamic Vinegar,"Massimo Bottura, chef at Osteria Francescana in Modena, Italy, makes this artisanal vinegar in limited quantities, aging it in a series of oak, chestnut and juniper barrels so that the grape and wood flavors intermingle for classic balsamico richness.",food,,,49.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0347/img56o.jpg,https://www.williams-sonoma.com/products/villa-manadori-balsamic-vinegar/
5778605,Smoked Salmon,"Guaranteed to be the most popular dish on the brunch buffet or appetizer tray, our smoked salmon comes from the experts at Catsmo. The company sources the best Atlantic salmon from sustainable farms in the waters off Chile, then flies it fresh (never…",food,,,49.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0605/img70o.jpg,https://www.williams-sonoma.com/products/catsmo-smoked-salmon/
576210,Top-Rated BBQ Sauce Set,"Bring the bright flavors of all-American barbecue to your backyard with our trio of hand-selected slow-simmered sauces. These versatile sauces are crafted in small batches using premium ingredients like Kentucky bourbon, ancho chiles, sweet Vidalia…",food,,,38.85,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0110/img67o.jpg,https://www.williams-sonoma.com/products/top-rated-bbq-sauce-set/
7199040,Sweet Things Pumpkin Pie with Leaf,"We've tasted dozens of pumpkin pies over the years, and this one takes the cake. It's handcrafted at Sweet Things Bakery in Tiburon, California, with creamy, pumpkin custard spiced with fragrant cinnamon, ginger and cloves and baked in a flaky,…",food,,,54.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202146/0092/sweet-things-pumpkin-pie-with-leaf-1-o.jpg,https://www.williams-sonoma.com/products/sweet-things-pumpkin-pie/
854478,Instant Pot Paella Starter,"Enjoy a quick homemade version of Spain's legendary paella. Inspired by customers' all-time favorite recipes, our Test Kitchen chefs developed this time-saving starter especially for the Instant Pot. It features arborio rice, tomatoes and bell…",food,,,16.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202129/0011/img40o.jpg,https://www.williams-sonoma.com/products/instant-pot-paella-starter/
5161947,Wake Up Wine Pro S Electric Decanter with BT Audio,"Aging wine brings out its complexity and reduces acidity, while aerating enhances its natural flavor and bouquet. Wake Up's innovative device simultaneously aerates and ages wines the equivalent of 5&amp;ndash;7 years in minutes. It also features…",tabletop-glassware-bar,,,249.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202140/0356/img2o.jpg,https://www.williams-sonoma.com/products/wake-up-wine-pro-electric-decanter-bt-audio/
7341552,"Williams Sonoma Pasta Sauce, Sicilian Sausage Ragu","Our sauce is prepared just like it would be in a Sicilian kitchen, starting with plenty of sweet Italian sausage. We slow-simmer the meat with San Marzano tomatoes, highlighted by fresh basil and a hint of red pepper. For a delicious dinner pronto,…",food,,,16.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202129/0013/img25o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-classic-pasta-sauce-sicilian-sausage-ragu-15/
9039668,"Three Spirit Elixir, Social Elixir","Find your equilibrium with a tasty tipple that won't give you a hangover the next day. Containing a mood-enhancing mix of plant-based ingredients, this alcohol-free elixir is formulated to promote wellness. It was developed in collaboration with…",food,,,39.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202148/0270/img17o.jpg,https://www.williams-sonoma.com/products/three-spirit-elixir-social-elixir/
2622855,Curved Hammered Copper Napkin Ring,"Graceful silhouettes, classic hammered detailing and the natural gleam of copper make our napkin rings perfect for all sorts of gatherings. These essential accessories are as versatile as they are beautiful, coordinating perfectly with a wide variety of table linens and dinnerware.",tabletop-glassware-bar,,,1.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0095/img77o.jpg,https://www.williams-sonoma.com/products/curved-hammered-copper-napkin-ring/
337590,Organic Pizza Seasoning Mini Rub Set,"Our signature seasonings make it easy for pizza lovers to customize each piping-hot slice to suit their tastes. For the best flavor and aroma, all the ingredients in our kit are organically grown. Sprinkle these versatile seasonings on everything from pizza to pasta, flatbread and more.",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0103/img4o.jpg,https://www.williams-sonoma.com/products/organic-pizza-seasoning-mini-rub-set/
9724183,Jacobsen Salt Co. Italian Trio,"Bring home the sun-drenched flavors of the Mediterranean with this aromatic herbal sea salt. It starts with hand-gathered water from Oregon's Netarts Bay, slowly evaporated until it forms light, crisp salt crystals with a delicate mineral flavor. The…",food,,,45.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0773/img33o.jpg,https://www.williams-sonoma.com/products/jacobsen-salt-italian-trio/
6777314,"What's Gaby Cooking Everything Sauce, Roasted Red Pepper","Make everything taste amazing with this signature sauce from the kitchen of Gaby Dalkin, the inspiring California chef, cookbook author and food blogger behind&amp;nbsp;What's Gaby Cooking. The sauce is handcrafted in small batches, beginning with…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0255/img4o.jpg,https://www.williams-sonoma.com/products/whats-gaby-cooking-everything-sauce-roasted-red-pepper/
3284736,Fortnum &amp;amp; Mason Celebration Blend Tea Tin,"Suppliers of tea to the British royal houses for over 300 years &amp;ndash; an achievement honored by numerous Royal Warrants of Appointment &amp;ndash; Fortnum &amp;amp; Mason is the center of excellence, knowledge and passion for the brew that defines a…",food,,,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202133/0033/img11o.jpg,https://www.williams-sonoma.com/products/fortnum-mason-celebration-blend-tea-tin/
6364830,"Williams Sonoma Organic Stock Concentrate, Chicken","Chicken stock provides a light and flavorful foundation for a range of savory preparations. We use it in everything from soups, gravies and stews to sauces, risotto, and polenta. Our premium stock&amp;mdash;made from organically raised chickens&amp;mdash;is…",food,,,24.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0505/img88o.jpg,https://www.williams-sonoma.com/products/organic-chicken-stock-concentrate/
3973161,Calivirgin Balsamic Vinegar,"Thick and velvety, tangy and sweet-sour, this barrel-aged balsamic vinegar from Modena, Italy, heightens the flavor of everything from grilled steaks to fresh strawberries. In accordance with Modena&amp;rsquo;s centuries-old vinegar-making customs, the…",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0537/img15o.jpg,https://www.williams-sonoma.com/products/calivirgin-balsamic-vinegar/
7432777,"Williams Sonoma Mini BBQ Sauces, Set of 6","Experience a myriad of delicious, complex flavors with our set of barbecue sauces. Drawing on regional flavor combinations from across America, from Tennessee to Texas to the Pacific Northwest, each slow-simmered sauce is designed to enhance the…",food,,,59.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0459/img26o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-mini-bbq-sauce-pack/
1886279,Gluten-Free Pumpkin Pie,"Pumpkin pie is a holiday tradition, a celebration of the warming flavors of the harvest season. Ours is everything we want a pumpkin pie to be &amp;ndash; filled with spiced pumpkin custard atop a crust that's so flaky and buttery, you'd never know it's…",food,,,64.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202130/0049/img42o.jpg,https://www.williams-sonoma.com/products/gluten-free-pumpkin-pie/
4003835,"Instant Pot Starter, Truffle Parmesan Orzo","The Williams Sonoma Test Kitchen took our customers' all-time-favorite recipes and turned them into time-saving meal starters designed exclusively for the Instant Pot. This starter blends tricolor orzo with creamy Parmesan, natural truffle essence…",food,,,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0068/img86o.jpg,https://www.williams-sonoma.com/products/instant-pot-starter-parmesan-orzo/
8414592,Vista Alegre Avenue Crystal Whiskey Decanter,"The glamorous aesthetic of the 1930s inspired the sophisticated Art Deco design of this etched decanter. Made of full-lead crystal for exceptional sparkle and clarity, the set makes a valued gift or addition to your bar collection.",tabletop-glassware-bar,,,250,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202146/0027/img39o.jpg,https://www.williams-sonoma.com/products/vista-alegre-avenue-whisky-decanter/
683681,Williams Sonoma Pecorino &amp;amp; Black Pepper Pasta Sauce,"Handcrafted in Italy using a family recipe, this sauce combines the rich, creamy flavors of pecorino and fresh cream with the spice of ground pepper. A classic in Italian kitchens, the luxuriously indulgent cream sauce is inspired by the Roman cacio…",food,,,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0786/img91o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-pecorino-and-black-pepper-pasta-sauce/
2549803,Eastern Standard Provisions Ultimate Artisinal Pretzel Variety Pack,"Celebrate all things pretzel with the ultimate artisanal assortment from Eastern Standard Provisions. Designed to help pretzel lovers enjoy this iconic snack just the way they like it, the gift set showcases an irresistible variety of the company's…",food,,,129.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202148/0270/img89o.jpg,https://www.williams-sonoma.com/products/esp-ultimate-artisinal-pretzel-variety-pack/
1693900,"Cloisonne Turkey Napkin Rings, Set of 4","Ornament the fall table with our impressive turkey napkin rings. Using an intricate, handcrafting technique that dates back thousands of years, artisans hand create each ring out of pure copper wire and hand-poured cloisonn&amp;#233; enamel. An…",tabletop-glassware-bar,,,39.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202135/0085/img59o.jpg,https://www.williams-sonoma.com/products/cloisonne-turkey-napkin-rings/
5406835,"Artisan Bread Sampler, Set of 4","Time-honored preparation and the freshest ingredients are hallmarks of Italian cuisine, and Tuscan Markets prides itself on recreating classic dishes from Italy's many diverse regions. Their bread sampler includes a quartet of artisanal favorites,…",food,,,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0382/img89o.jpg,https://www.williams-sonoma.com/products/artisan-bread-sampler-set/
1541940,Golden Boy Pizza Crust Mix,"At San Francisco's legendary Golden Boy Pizza, the motto is &amp;quot;it's hip to be square.&amp;quot; Pizza fans line up around the block for square slices of the Sodini family's signature Sicilian-style pies. Our premium pizza crust mix makes it easy to…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0116/img89o.jpg,https://www.williams-sonoma.com/products/golden-boy-pizza-crust-mix/
5095313,"Coarse Brazilian Sea Salt and Tellicherry Peppercorns, Set of 2","Prepare and season food to perfection with this flavorful duo. Hand harvested from the pristine waters off the coast of Brazil, the mineral-rich sea salt is distinguished by its clean, delicate flavor. Treasured by cooks for its excellent flavor and…",food,,,27.9,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0074/img4o.jpg,https://www.williams-sonoma.com/products/coarse-brazilian-and-tellicherry/
8428711,Whats Gaby Cooking Snickerdoodle Blondies,"Topped with a generous dusting of cinnamon sugar, these sumptuously buttery blondie bars are inspired by traditional snickerdoodle cookies. Dreamed up by Gaby Dalkin, the popular L.A. food blogger behind What's Gaby Cooking, they're handcrafted in…",food,,,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202140/0141/img16o.jpg,https://www.williams-sonoma.com/products/whats-gaby-cooking-snickerdoodle-blondies/
4645131,"Williams Sonoma Demi-Glace, Chicken","Our demi-glace is the modern cook's secret for dishes with extraordinary complexity and depth of flavor. We&amp;rsquo;ve fine-tuned the recipes to bring you the closest product available to restaurant-made demi-glace, rich with the essences of natural,…",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0280/img80o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-demi-glace-chicken-2014/
2251606,"Fortnum &amp;amp; Mason Piccadilly Biscuits, Salted Caramel","Britain's iconic Fortnum &amp;amp; Mason department store sits in the heart of London's Piccadilly. A purveyor of the finest British culinary goods since the 1700s, they're renowned for classic English biscuits &amp;ndash; the popular tea-time confections we…",food,,,22.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202135/0012/img10o.jpg,https://www.williams-sonoma.com/products/fortnum-and-mason-piccadilly-biscuits-salted-caramel/
323,Fini Balsamic Vinegar,"Tasting Notes: Traditional balsamic vinegar from Modena, Italy, aged approx. 12 months for just the right balance of tart flavor and complex, aged character. Not very sweet and not very thick. Suggested Uses/Why We Love It: A find from our founder,…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0859/img20o.jpg,https://www.williams-sonoma.com/products/fini-balsamic-vinegar/
4936642,Brussels Sprouts with Bacon,"The perfect complement to your holiday feast, traditional brussels sprouts get a tangy twist in this expertly crafted side dish. The tiny cabbages are shaved and roasted until lightly browned and caramelized to highlight their signature mellow, nutty…",food,,,69.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0443/img33o.jpg,https://www.williams-sonoma.com/products/brussels-sprouts-with-bacon/
1903820,Williams Sonoma Mini BBQ Sauce &amp;amp; Rub Set,"Backyard grillers will love our special set featuring a classic BBQ sauce and two of our signature grilling rubs. Inspired by iconic American recipes, each is crafted in small batches for authentic down-home taste. Our spice blends are great for…",food,,,34.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0576/img59o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-mini-bbq-sauce-and-rub-set/
1680615,Pecan Pie,"Pecan pie, a confection that partners sweet, gooey custard with crisp roasted pecans, is synonymous with Southern hospitality. Sweet Things Bake Shop in Tiburon, California, now celebrating its 40th anniversary, handcrafts its pecan pies with premium…",food,,,54.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0773/img29o.jpg,https://www.williams-sonoma.com/products/pecan-pie/
5629388,Instant Pot Caramelized Onion Risotto Starter,"Tasting Notes: Premium arborio rice seasoned with sweet caramelized onions, savory Parmesan cheese and a hint of garlic. Suggested Uses/Why We Love It: An easy shortcut to making a delicious Italian classic in your Instant Pot, which is even richer…",food,,,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0282/img8o.jpg,https://www.williams-sonoma.com/products/instant-pot-caramelized-onion-risotto-starter/
1755089,Vista Alegre Atlas Crystal Whiskey Decanter,"The perfect gift for worldly spirits, this handcrafted decanter lets you serve whiskey in global style. Made of full-lead crystal for exceptional sparkle and clarity, it's hand-painted with a world map in matte-gold.",tabletop-glassware-bar,,,295,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202150/0024/img61o.jpg,https://www.williams-sonoma.com/products/vista-alegre-atlas-whisky-decanter/
4290522,Williams Sonoma Mushroom Bolognese Pasta Sauce,"Bologna is famous for its rustic pasta sauces, traditionally cooked for hours to achieve rich, savory flavors. Crafted in Italy using a classic recipe, our vegetarian Bolognese sauce is a hearty blend of champignon mushrooms, tomatoes and onions,…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202142/0002/img20o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-pasta-sauce-mushroom-bolognese/
623609,Mini Beef Wellington Bites,"Named after the Duke of Wellington &amp;ndash; whose favorite dish was a combination of beef, mushrooms, truffles, Madeira wine and pat&amp;#233; cooked in pastry &amp;ndash; Beef Wellington is synonymous with aristocratic English cuisine. These miniature…",food,,,49.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202132/0008/mini-beef-wellington-bites-o.jpg,https://www.williams-sonoma.com/products/mini-beef-wellington-bites/
5153895,Modern Geo Napkin Rings,"Sleek, sculptural swirls give our geometric napkin rings a fresh, modern sophistication. Perfectly suited to everyday dining or gracious entertaining, the simple curves of our silver-plated brass rings add subtle sheen to seasonal table settings,…",tabletop-glassware-bar,,,4.99,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0636/img76o.jpg,https://www.williams-sonoma.com/products/modern-geo-napkin-rings/
578765,"Callie's Biscuits, Buttermilk","A mother-daughter team is behind the much-touted Callie's Biscuits of South Carolina. Every biscuit is made from scratch using the best local ingredients from Charleston's Coburg Dairy. Baked with fresh butter, cream cheese and flour, these are some…",food,,,59.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0205/img1o.jpg,https://www.williams-sonoma.com/products/callies-biscuits/
9479449,Williams Sonoma Salt &amp;amp; Pepper Essentials with Trudeau Graviti Mills,"Adding fresh-ground sea salt and pepper to food can be as effortless as a flip of the wrist. Invert these battery-operated stainless-steel mills over food, and their blades begin to whirl. Turn them upright, and the mechanisms shut off.&amp;nbsp;Made by…",food,,,102.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0005/img9o.jpg,https://www.williams-sonoma.com/products/ws-salt-pepper-essentials-with-trudeau-graviti-mills/
1913430,"What's Gaby Cooking Everything Sauce, Four Cheese Tomato","Make everything taste amazing with this signature sauce from the kitchen of Gaby Dalkin, the inspiring California chef, cookbook author and food blogger behind&amp;nbsp;What's Gaby Cooking. The sauce is handcrafted in small batches, beginning with ripe,…",food,,,14.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0354/img18o.jpg,https://www.williams-sonoma.com/products/whats-gaby-cooking-everything-sauce-four-cheese-tomato/
7632466,"Williams Sonoma Concentrate, Organic Grass-Fed Beef Stock","Flavorful, light and versatile beef broth is the foundation for a range of savory preparations. We use it in everything from soups, gravies and sauces to braises, stews, and pasta. Our organic stock concentrate&amp;mdash;made from pasture-raised…",food,,,24.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202146/0020/img20o.jpg,https://www.williams-sonoma.com/products/organic-grass-fed-beef-stock-concentrate/
3005261,Fortnum &amp;amp; Mason Breakfast Blend Loose Leaf Tea,"Suppliers of tea to the royal houses for over 300 years, an achievement honored by numerous Royal Warrants of Appointment, Fortnum &amp;amp; Mason is a destination for fine teas from far-away lands, and is the center of excellence, knowledge and passion…",food,,,19.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0072/img58o.jpg,https://www.williams-sonoma.com/products/fortnum-and-mason-breakfast-blend-tea/
6953806,VSOP Blanco Balsamic Vinegar,"To prepare their VSOP (Very Special Old Pale) Blanco Balsamic Vinegar, chefs at Oliver Napa Valley blend new and older harvests in wooden barrels to ensure consistent quality year after year. Albana, Trebbiano and Montuni white grapes from the Emilia…",food,,,29.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0090/img27o.jpg,https://www.williams-sonoma.com/products/vsop-blanco-balsamic-vinegar/
5132493,Traditional Green Bean Casserole,"America's favorite green bean casserole gets dressed up in this decadent side dish. Like its familiar cousin, our version begins with freshly harvested green beans, which are tossed in a smooth, creamy sauce enriched with nutty Gruyere cheese. To top…",food,,,59.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202132/0088/img1o.jpg,https://www.williams-sonoma.com/products/traditional-green-bean-casserole/
429588,Williams Sonoma Regional BBQ Gift Set,"Explore the best of American barbecue in your own backyard. Inspired by classic local recipes, our regional sauces are the perfect partners for everything from beef, ribs and pork to chicken and vegetables. Use them before, during and after cooking…",food,,,54.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202141/0047/img48o.jpg,https://www.williams-sonoma.com/products/williams-sonoma-regional-bbq-gift-set/
7433830,Instant Pot Tuscan Lentil Soup Starter,"Enjoy hearty Tuscan lentil soup with this starter developed by our Test Kitchen chefs for the Instant Pot. The earthy flavor of lentils is enhanced by savory kale, bell pepper, onion and carrot. Simply mix with tomatoes and chicken stock, then pressure cook for 18 minutes.",food,,,12.95,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0065/img67o.jpg,https://www.williams-sonoma.com/products/instant-pot-tuscan-lentil-soup-starter/
9290417,Schott Zwiesel Circquo Master Piece Decanter,"A dramatic presentation for your favorite vintages, this sculptural decanter is the perfect complement to artfully crafted wines. The mouth-blown loop of crystal encourages aeration for optimal flavor, while the angle-cut mouth offers drip-free…",tabletop-glassware-bar,,,320,https://assets.wsimgs.com/wsimgs/ab/images/dp/wcm/202139/0083/img56o.jpg,https://www.williams-sonoma.com/products/schott-zwiesel-circquo-master-piece-decanter/
